class,schema,title,range,low,high,special,footnotes,arcrit,mcr,prob,wwg,nt,cbid
8200,SA15,RECEIVER'S CLINICAL EXECUTIVE (SAFETY),,"$7,881.00","$12,673.00",,"['01', '48']",,0,12,E,,M16
8239,SA10,RECEIVER'S MEDICAL EXECUTIVE (SAFETY),,"$20,000.00","$35,370.00",,"['01', '48']",,0,12,E,,M16
8241,TN05,RECEIVER'S NURSE EXECUTIVE (SAFETY),,"$10,500.00","$19,219.00",,"['01', '48']",,0,12,E,,M17
5250,LE48,RECORDS MANAGEMENT ANALYST I,,"$3,824.00","$4,788.00",,['19'],,1,6,2,,R01
5265,LE46,RECORDS MANAGEMENT ANALYST II (SPECIALIST),,"$4,600.00","$5,758.00",,['19'],,1,6,2,,R01
1084,BV10,RECREATION AND WILDLIFE RESOURCES ADVISOR,,"$6,101.00","$7,588.00",,"['01', '19']",,1,12,E,,S01
9286,TR54,"RECREATION THERAPIST, CORRECTIONAL FACILITY",A,"$3,187.00","$4,168.00",,,,1,6,2,,R19
9286,TR54,"RECREATION THERAPIST, CORRECTIONAL FACILITY",F,"$2,655.83","$3,473.33",,,,1,6,2,,R19
9286,TR54,"RECREATION THERAPIST, CORRECTIONAL FACILITY",P,"$5,850.00","$6,887.00",,,,1,6,2,,R19
4701,KC62,RECYCLING PROGRAM MANAGER I,,"$6,128.00","$7,624.00",,"['01', '19']",,1,12,E,,S01
4702,KC60,RECYCLING PROGRAM MANAGER II,,"$7,080.00","$8,041.00",,"['01', '19']",,1,12,E,,M01
4689,KC74,RECYCLING SPECIALIST I,A,"$3,432.00","$4,296.00",,"['01', '19', '21']",['070'],1,12,2,,R01
4689,KC74,RECYCLING SPECIALIST I,B,"$4,066.00","$5,090.00",,"['01', '19', '21']",['070'],1,12,2,,R01
4690,KC72,RECYCLING SPECIALIST II,,"$4,841.00","$6,061.00",,"['01', '19']",,1,12,2,,R01
4700,KC64,RECYCLING SPECIALIST III (SUPERVISORY),,"$5,295.00","$6,629.00",,"['01', '19']",,1,12,E,,S01
4696,KC70,RECYCLING SPECIALIST III (TECHNICAL),,"$5,295.00","$6,629.00",,"['01', '19']",,1,12,2,,R01
5287,BR80,REGIONAL ADMINISTRATIVE TECHNICIAN,,"$3,007.00","$3,766.00",,"['01', '19']",,1,12,2,,S04
0319,AY20,"REGIONAL ADMINISTRATOR, MILK AND DAIRY FOODS CONTROL BRANCH",,"$4,870.00","$6,054.00",,"['01', '19']",,1,12,E,,S07
4430,AP20,REGIONAL BRAND SUPERVISOR,,"$3,921.00","$4,870.00",,"['01', '19']",,1,12,E,,S07
4016,IS52,"REGIONAL COMPLIANCE OFFICER, HEALTH FACILITIES CONSTRUCTION",,"$9,215.00","$11,537.00",,"['01', '19']",,1,12,E,,S09
4169,IR85,"REGIONAL CONSTRUCTION AND MAINTENANCE SUPERINTENDENT, DEPARTMENT OF MOTOR VEHICLES",,"$4,695.00","$5,830.00",,"['01', '19']",,1,12,2,,S12
9424,SR25,"REGIONAL DENTAL DIRECTOR, CEA",A,"$11,492.00","$13,799.00",,['19'],,0,6,E,,M16
9424,SR25,"REGIONAL DENTAL DIRECTOR, CEA",P,"$28,155.00","$31,972.00",,['19'],,0,6,E,,M16
9521,WR45,"REGIONAL DIRECTOR, AGRICULTURAL LABOR RELATIONS BOARD",,"$7,088.00","$8,048.00",,"['01', '19']",,1,12,E,,M01
7614,SA32,REGIONAL HEALTH CARE EXECUTIVE (SAFETY),,"$14,405.00","$17,394.00",,"['01', '19', '41']",,0,12,E,,M16
7613,SA31,"REGIONAL HEALTH CARE EXECUTIVE, CEA (SAFETY)",,"$14,405.00","$17,394.00",,"['19', '40']",,0,6,E,,M16
2788,BU81,REGIONAL INTERPRETIVE SPECIALIST,,"$4,390.00","$5,497.00",,['19'],,1,6,2,,R01
9914,OY11,"REGIONAL MANAGER, CLAIMS ADJUDICATION",,"$9,474.00","$10,759.00",,"['01', '19']",,1,12,E,,M02
3871,IE15,"REGIONAL MANAGER, DIVISION OF OCCUPATIONAL SAFETY AND HEALTH",,"$10,192.00","$11,578.00",,"['01', '19']",,1,12,E,,M09
6295,KE32,"REGIONAL TESTING OFFICER, DEPARTMENT OF CORRECTIONS",,"$4,832.00","$6,004.00",,"['01', '19']",,1,12,2,,S01
2167,DH60,REGISTERED DIETITIAN,A,"$3,609.00","$4,716.00",,,,1,6,2,,R19
2167,DH60,REGISTERED DIETITIAN,T,"$4,340.00","$5,540.00",,,,1,6,2,,R19
2172,DH61,REGISTERED DIETITIAN (SAFETY),A,"$3,626.00","$4,738.00",,['R1'],,1,6,2,,R19
2172,DH61,REGISTERED DIETITIAN (SAFETY),T,"$4,361.00","$5,566.00",,['R1'],,1,6,2,,R19
9279,DH59,"REGISTERED DIETITIAN, CORRECTIONAL FACILITY",A,"$3,609.00","$4,716.00",,,,1,6,2,,R19
9279,DH59,"REGISTERED DIETITIAN, CORRECTIONAL FACILITY",P,"$4,558.00","$5,816.00",,,,1,6,2,,R19
8165,TI90,REGISTERED NURSE,A,"$4,866.00","$6,315.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,B,"$5,157.00","$6,719.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,C,"$5,294.00","$6,882.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,D,"$5,611.00","$7,327.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,F,"$4,055.00","$5,263.33",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,G,"$4,297.50","$5,599.17",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,S,"$5,859.00","$8,647.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8165,TI90,REGISTERED NURSE,T,"$7,254.00","$8,647.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
8094,TH55,REGISTERED NURSE (SAFETY),A,"$4,866.00","$6,316.00",,"['01', '21', 'P8']","['231', '437']",1,12,2,,R17
8094,TH55,REGISTERED NURSE (SAFETY),B,"$5,157.00","$6,719.00",,"['01', '21', 'P8']","['231', '437']",1,12,2,,R17
8094,TH55,REGISTERED NURSE (SAFETY),C,"$5,294.00","$6,882.00",,"['01', '21', 'P8']","['231', '437']",1,12,2,,R17
8094,TH55,REGISTERED NURSE (SAFETY),D,"$5,611.00","$7,327.00",,"['01', '21', 'P8']","['231', '437']",1,12,2,,R17
8094,TH55,REGISTERED NURSE (SAFETY),T,"$7,254.00","$8,647.00",,"['01', '21', 'P8']","['231', '437']",1,12,2,,R17
8094,TH55,REGISTERED NURSE (SAFETY),U,"$7,996.00","$9,534.00",,"['01', '21', 'P8']","['231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",A,"$4,866.00","$6,316.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",B,"$5,157.00","$6,719.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",C,"$5,294.00","$6,882.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",D,"$5,611.00","$7,327.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",F,"$4,055.00","$5,263.33",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",G,"$4,297.50","$5,599.17",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",J,"$7,617.00","$9,079.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",K,"$8,396.00","$10,011.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
9275,TI80,"REGISTERED NURSE, CORRECTIONAL FACILITY",R,"$7,617.00","$9,079.00",,"['01', '21']","['047', '231', '437']",1,12,2,,R17
4492,JE80,REGISTRAR OF CHARITABLE TRUSTS,,"$5,818.00","$7,243.00",,"['01', '19']",,1,12,E,,S01
2806,BT20,REGISTRAR OF INTERPRETIVE COLLECTIONS,,"$4,390.00","$5,497.00",,['19'],,1,6,2,,R01
9796,XG44,REHABILITATION ADMINISTRATOR I (SPECIALIST),A,"$4,728.00","$6,203.00",,"['01', '19']",['285'],1,12,2,,R19
9796,XG44,REHABILITATION ADMINISTRATOR I (SPECIALIST),L,"$4,728.00","$6,203.00",,"['01', '19']",['285'],1,12,2,,R19
9788,XG45,REHABILITATION ADMINISTRATOR I (SUPERVISOR),,"$5,085.00","$6,363.00",,"['01', '19']",,1,12,E,,S19
9789,XG50,REHABILITATION ADMINSTRATOR II,,"$6,345.00","$7,207.00",,"['01', '19']",,1,12,E,,M19
9794,XG41,REHABILITATION SPECIALIST,,"$4,310.00","$5,648.00",,"['01', '19']",,1,12,2,,R19
9783,XG40,REHABILITATION SUPERVISOR,,"$4,632.00","$5,799.00",,"['01', '19']",,1,12,E,,S19
8414,TR85,"REHABILITATION THERAPIST, STATE FACILITIES (ART)",A,"$3,347.00","$4,376.00",,"['01', 'P8']",['471'],1,12,2,,R19
8414,TR85,"REHABILITATION THERAPIST, STATE FACILITIES (ART)",S,"$4,671.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8414,TR85,"REHABILITATION THERAPIST, STATE FACILITIES (ART)",U,"$5,571.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8420,TR86,"REHABILITATION THERAPIST, STATE FACILITIES (ART-SAFETY)",A,"$3,347.00","$4,376.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8420,TR86,"REHABILITATION THERAPIST, STATE FACILITIES (ART-SAFETY)",P,"$5,850.00","$6,887.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8420,TR86,"REHABILITATION THERAPIST, STATE FACILITIES (ART-SAFETY)",S,"$4,671.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8420,TR86,"REHABILITATION THERAPIST, STATE FACILITIES (ART-SAFETY)",U,"$5,571.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8423,TR95,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE)",A,"$3,347.00","$4,376.00",,"['01', 'P8']",['471'],1,12,2,,R19
8423,TR95,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE)",S,"$4,671.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8423,TR95,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE)",U,"$5,571.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8422,TR96,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE-SAFETY)",A,"$3,347.00","$4,376.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8422,TR96,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE-SAFETY)",P,"$5,850.00","$6,887.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8422,TR96,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE-SAFETY)",S,"$4,671.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8422,TR96,"REHABILITATION THERAPIST, STATE FACILITIES (DANCE-SAFETY)",U,"$5,571.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8311,TR35,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC)",A,"$3,187.00","$4,168.00",,"['01', 'P8']",['471'],1,12,2,,R19
8311,TR35,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC)",S,"$4,671.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8311,TR35,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC)",U,"$5,571.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8321,TR36,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC-SAFETY)",A,"$3,187.00","$4,168.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8321,TR36,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC-SAFETY)",P,"$5,850.00","$6,887.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8321,TR36,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC-SAFETY)",S,"$4,671.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8321,TR36,"REHABILITATION THERAPIST, STATE FACILITIES (MUSIC-SAFETY)",U,"$5,571.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8289,TQ15,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL)",A,"$3,339.00","$4,814.00",,"['01', 'P8']",['471'],1,12,2,,R19
8289,TQ15,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL)",S,"$4,671.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8289,TQ15,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL)",U,"$5,571.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8323,TQ16,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL-SAFETY)",A,"$3,339.00","$4,814.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8323,TQ16,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL-SAFETY)",P,"$5,850.00","$6,887.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8323,TQ16,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL-SAFETY)",S,"$4,671.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8323,TQ16,"REHABILITATION THERAPIST, STATE FACILITIES (OCCUPATIONAL-SAFETY)",U,"$5,571.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8312,TR55,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION)",A,"$3,187.00","$4,168.00",,"['01', 'P8']",['471'],1,12,2,,R19
8312,TR55,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION)",S,"$4,671.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8312,TR55,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION)",U,"$5,571.00","$6,560.00",,"['01', 'P8']",['471'],1,12,2,,R19
8324,TR56,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION-SAFETY)",A,"$3,187.00","$4,168.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8324,TR56,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION-SAFETY)",P,"$5,850.00","$6,887.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8324,TR56,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION-SAFETY)",S,"$4,671.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
8324,TR56,"REHABILITATION THERAPIST, STATE FACILITIES (RECREATION-SAFETY)",U,"$5,571.00","$6,560.00",,"['01', 'R1']","['448', '471']",1,12,2,,R19
4881,ME65,"RENTALS AND OPERATIONS OFFICER, 1-A DISTRICT AGRICULTURAL ASSOCIATION",,"$5,057.00","$6,283.00",,"['01', '19']",,1,12,E,,S01
2035,TD40,RESEARCH AGRICULTURAL CHEMIST,,"$6,249.00","$7,768.00",,"['01', '19']",,1,12,E,,S10
5791,LQ23,RESEARCH ANALYST I (ECONOMICS),A,"$3,247.00","$3,689.00",,"['01', '19', '29', '21']",['087'],1,12,2,,R01
5791,LQ23,RESEARCH ANALYST I (ECONOMICS),B,"$3,350.00","$3,992.00",,"['01', '19', '29', '21']",['087'],1,12,2,,R01
5791,LQ23,RESEARCH ANALYST I (ECONOMICS),C,"$4,016.00","$5,029.00",,"['01', '19', '29', '21']",['087'],1,12,2,,R01
7416,LQ25,RESEARCH ANALYST I (GEOGRAPHIC INFORMATION SYSTEMS),A,"$3,247.00","$3,689.00",,"['01', '19', '21']",['087'],1,12,2,,R01
7416,LQ25,RESEARCH ANALYST I (GEOGRAPHIC INFORMATION SYSTEMS),B,"$3,350.00","$3,992.00",,"['01', '19', '21']",['087'],1,12,2,,R01
7416,LQ25,RESEARCH ANALYST I (GEOGRAPHIC INFORMATION SYSTEMS),C,"$4,016.00","$5,029.00",,"['01', '19', '21']",['087'],1,12,2,,R01
5729,LQ20,RESEARCH ANALYST I -GENERALA,,"$3,247.00","$3,689.00",,"['01', '19', '21']",['087'],1,12,2,,R01
5729,LQ20,RESEARCH ANALYST I -GENERALA,B,"$3,350.00","$3,992.00",,"['01', '19', '21']",['087'],1,12,2,,R01
5729,LQ20,RESEARCH ANALYST I -GENERALA,C,"$4,016.00","$5,029.00",,"['01', '19', '21']",['087'],1,12,2,,R01
5809,LQ14,RESEARCH ANALYST II (DEMOGRAPHY),,"$4,829.00","$6,048.00",,"['01', '19', '29']",,1,12,2,,R01
5792,LQ13,RESEARCH ANALYST II (ECONOMICS),,"$4,829.00","$6,048.00",,"['19', '29']",,1,6,2,,R01
7417,LQ15,RESEARCH ANALYST II (GEOGRAPHIC INFORMATION SYSTEMS),,"$4,829.00","$6,048.00",,['19'],,1,6,2,,R01
5731,LQ10,RESEARCH ANALYST II -GENERALA,,"$4,829.00","$6,048.00",,['19'],,1,6,2,,R01
5731,LQ10,RESEARCH ANALYST II -GENERALA,L,"$4,829.00","$6,048.00",,['19'],,1,6,2,,R01
5732,LQ12,RESEARCH ANALYST II -SOCIAL/BEHAVIORAL-,,"$4,829.00","$6,048.00",,['19'],,1,6,2,,R01
8058,TF10,RESEARCH CHEMIST,A,"$6,293.00","$7,837.00",,"['01', '19']",['322'],1,12,E,,U10
8058,TF10,RESEARCH CHEMIST,S,"$6,392.00","$7,959.00",,"['01', '19']",['322'],1,12,E,,U10
8061,TF15,RESEARCH CLINICAL CHEMIST,,"$6,293.00","$7,837.00",,"['01', '19']",,1,12,E,,R10
5793,LQ53,RESEARCH MANAGER I (ECONOMICS),,"$5,311.00","$6,598.00",,"['01', '19']",,1,12,E,,S01
7421,LQ55,RESEARCH MANAGER I (GEOGRAPHIC INFORMATION SYSTEMS),,"$5,311.00","$6,598.00",,"['01', '19']",,1,12,E,,S01
5734,LQ50,RESEARCH MANAGER I -GENERAL-,,"$5,311.00","$6,598.00",,"['01', '19']",,1,12,E,,S01
5735,LQ52,RESEARCH MANAGER I -SOCIAL/BEHAVIORAL-,,"$5,311.00","$6,598.00",,"['01', '19']",,1,12,E,,S01
5854,LQ44,RESEARCH MANAGER II (DEMOGRAPHY),,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
5794,LQ43,RESEARCH MANAGER II (ECONOMICS),,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
7422,LQ45,RESEARCH MANAGER II (GEOGRAPHIC INFORMATION SYSTEMS),,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
5737,LQ40,RESEARCH MANAGER II -GENERAL-,,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
5738,LQ42,RESEARCH MANAGER II -SOCIAL/BEHAVIORAL,,"$5,830.00","$7,245.00",,"['01', '19']",,1,12,E,,S01
6401,LQ27,RESEARCH MANAGER III (DEMOGRAPHY),,"$7,088.00","$8,048.00",,"['01', '19']",,1,12,E,,M01
7423,LQ35,RESEARCH MANAGER III (GEOGRAPHIC INFORMATION SYSTEMS),,"$7,088.00","$8,048.00",,"['01', '19']",,1,12,E,,M01
5740,LQ30,RESEARCH MANAGER III -GENERAL-,,"$7,088.00","$8,048.00",,"['01', '19']",,1,12,E,,M01
5741,LQ32,RESEARCH MANAGER III -SOCIAL/BEHAVIORAL-,,"$7,088.00","$8,048.00",,"['01', '19']",,1,12,E,,M01
7958,SW20,RESEARCH MICROBIOLOGIST,,"$6,392.00","$7,959.00",,"['01', '19']",,1,12,E,,S10
5742,LQ80,RESEARCH PROGRAM SPECIALIST I,,"$5,053.00","$6,325.00",,"['01', '19']",,1,12,2,,R01
5833,LQ83,RESEARCH PROGRAM SPECIALIST I (DEMOGRAPHY),,"$5,053.00","$6,325.00",,"['01', '19', '29']",,1,12,2,,R01
5830,LQ90,RESEARCH PROGRAM SPECIALIST I (ECONOMICS),A,"$5,053.00","$6,325.00",,"['01', '19', '29']",['285'],1,12,2,,R01
5830,LQ90,RESEARCH PROGRAM SPECIALIST I (ECONOMICS),L,"$5,053.00","$6,325.00",,"['01', '19', '29']",['285'],1,12,2,,R01
7418,LQ93,RESEARCH PROGRAM SPECIALIST I (GEOGRAPHIC INFORMATION SYSTEMS),,"$5,053.00","$6,325.00",,"['01', '19']",,1,12,2,,R01
5893,LQ88,RESEARCH PROGRAM SPECIALIST I (HEALTH),,"$5,053.00","$6,325.00",,"['01', '19']",,1,12,2,,R01
5600,LQ85,RESEARCH PROGRAM SPECIALIST I (RANGE MANAGEMENT/WILDLIFE ECOLOGY),,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,2,,R10
5756,LQ82,RESEARCH PROGRAM SPECIALIST I -SOCIAL/BEHAVIORAL-,,"$5,053.00","$6,325.00",,"['01', '19']",,1,12,2,,R01
7855,LQ81,"RESEARCH PROGRAM SPECIALIST I, (REMOTE SENSING/WATERSHED)",,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,E,,R10
5758,LQ70,RESEARCH PROGRAM SPECIALIST II,,"$5,550.00","$6,947.00",,"['01', '19']",,1,12,E,,R01
5771,LQ77,RESEARCH PROGRAM SPECIALIST II (DEMOGRAPHY),,"$5,550.00","$6,947.00",,"['01', '19', '29']",,1,12,E,,R01
5835,LQ73,RESEARCH PROGRAM SPECIALIST II (ECONOMICS),A,"$5,550.00","$6,947.00",,"['01', '19', '29']",['285'],1,12,E,,R01
5835,LQ73,RESEARCH PROGRAM SPECIALIST II (ECONOMICS),L,"$5,550.00","$6,947.00",,"['01', '19', '29']",['285'],1,12,E,,R01
5836,LQ74,RESEARCH PROGRAM SPECIALIST II (FIRE AND FUELS),,"$5,550.00","$6,947.00",,"['01', '19']",,1,12,E,,R01
7419,LQ79,RESEARCH PROGRAM SPECIALIST II (GEOGRAPHIC INFORMATION SYSTEMS),,"$5,550.00","$6,947.00",,"['01', '19']",,1,12,E,,R01
5620,LQ76,RESEARCH PROGRAM SPECIALIST II (MENTAL HEALTH),,"$5,550.00","$6,947.00",,"['01', '19']",,1,12,E,,R01
5764,LQ78,RESEARCH PROGRAM SPECIALIST II -HEALTH-,,"$5,550.00","$6,947.00",,"['01', '19']",,1,12,E,,R01
5767,LQ72,RESEARCH PROGRAM SPECIALIST II -SOCIAL/BEHAVIORAL-,,"$5,550.00","$6,947.00",,"['01', '19']",,1,12,E,,R01
5770,LQ67,RESEARCH PROGRAM SPECIALIST III (DEMOGRAPHY),,"$6,097.00","$7,632.00",,"['01', '19', '29']",,1,12,E,,R01
7909,LQ62,RESEARCH PROGRAM SPECIALIST III (FINANCE ECONOMICS),,"$6,101.00","$7,637.00",,"['01', '19']",,1,12,E,,E97
7420,LQ66,RESEARCH PROGRAM SPECIALIST III (GEOGRAPHIC INFORMATION SYSTEMS),,"$6,097.00","$7,632.00",,"['01', '19']",,1,12,E,,R01
5861,LQ61,RESEARCH PROGRAM SPECIALIST III (RESOURCE ECONOMICAL OPERATIONS RESEARCH),,"$6,097.00","$7,632.00",,"['01', '19']",,1,12,E,,R01
5733,LQ65,RESEARCH PROGRAM SPECIALIST III (TRANSPORTATION ECONOMICS),,"$6,097.00","$7,632.00",,"['01', '19']",,1,12,E,,R01
8049,TE60,RESEARCH RADIOCHEMIST,,"$6,293.00","$7,837.00",,"['01', '19']",,1,12,E,,R10
5576,LR01,RESEARCH SCIENTIST I (CHEMICAL SCIENCES),,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,E,,R10
5577,LR02,RESEARCH SCIENTIST I (EPIDEMIOLOGY/BIOSTATISTICS),,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,E,,R10
5578,LR03,RESEARCH SCIENTIST I (MICROBIOLOGICAL SCIENCES),,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,E,,R10
5579,LR04,RESEARCH SCIENTIST I (PHYSICAL/ENGINEERING SCIENCES),,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,E,,R10
5580,LR05,RESEARCH SCIENTIST I (SOCIAL/BEHAVIORAL SCIENCES),,"$4,978.00","$6,186.00",,"['01', '19']",,1,12,E,,R10
5581,LR06,RESEARCH SCIENTIST II (CHEMICAL SCIENCES),,"$5,468.00","$6,794.00",,"['01', '19']",,1,12,E,,R10
5582,LR07,RESEARCH SCIENTIST II (EPIDEMIOLOGY/BIOSTATISTICS),,"$5,468.00","$6,794.00",,"['01', '19']",,1,12,E,,R10
5585,LR08,RESEARCH SCIENTIST II (FOOD AND DRUG SCIENCES),,"$5,468.00","$6,794.00",,"['01', '19']",,1,12,E,,R10
5587,LR09,RESEARCH SCIENTIST II (MICROBIOLOGICAL SCIENCES),,"$5,468.00","$6,794.00",,"['01', '19']",,1,12,E,,R10
5588,LR10,RESEARCH SCIENTIST II (PHYSICAL/ENGINEERING SCIENCES),,"$5,468.00","$6,794.00",,"['01', '19']",,1,12,E,,R10
5590,LR11,RESEARCH SCIENTIST II (SOCIAL/BEHAVIORAL SCIENCES),,"$5,468.00","$6,794.00",,"['01', '19']",,1,12,E,,R10
5591,LR12,RESEARCH SCIENTIST III (CHEMICAL SCIENCES),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5594,LR13,RESEARCH SCIENTIST III (EPIDEMIOLOGY/BIOSTATISTICS),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5596,LR14,RESEARCH SCIENTIST III (FOOD AND DRUG SCIENCES),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5599,LR15,RESEARCH SCIENTIST III (MICROBIOLOGICAL SCIENCES),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5604,LR16,RESEARCH SCIENTIST III (PHYSICAL/ENGINEERING SCIENCES),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5605,LR17,RESEARCH SCIENTIST III (SOCIAL/BEHAVIORAL SCIENCES),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5606,LR18,RESEARCH SCIENTIST III (VETERINARY SCIENCES),,"$5,970.00","$7,473.00",,"['01', '19']",,1,12,E,,R10
5608,LR19,RESEARCH SCIENTIST IV (CHEMICAL SCIENCES),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
5609,LR20,RESEARCH SCIENTIST IV (EPIDEMIOLOGY/BIOSTATISTICS),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
5611,LR21,RESEARCH SCIENTIST IV (FOOD AND DRUG SCIENCES),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
5612,LR22,RESEARCH SCIENTIST IV (MICROBIOLOGICAL SCIENCES),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
5613,LR23,RESEARCH SCIENTIST IV (PHYSICAL/ENGINEERING SCIENCES),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
5622,LR24,RESEARCH SCIENTIST IV (SOCIAL/BEHAVIORAL SCIENCES),,"$6,865.00","$8,593.00",,"['01', '19']",,1,12,E,,R10
